user_id,total_sessions,conversion_rate,avg_page_clicks,total_page_clicks,avg_session_duration_minutes,last_session,total_trips,completed_trips,trips_per_session,total_revenue,avg_revenue_per_trip,revenue_per_session,avg_lead_time,avg_trip_duration,seats,checked_bags,rooms,nights,cancel_rate,one_way_ratio,discount_ratio,flight_ratio,hotel_ratio,avg_distance_km,account_age_days,age,has_children,married,has_trips,has_revenue,segment_label
83609,6,0.83,23.17,139,2.84,2023-05-18 10:29:12.000,5,5,0.83,8863.54,1772.71,1477.26,7 days 17:36:50,3.2,1.8,0.8,2.0,2.5,0.0,0.0,0.8,1.0,0.8,1947.0,589,38,False,True,True,True,High Value
87205,6,0.67,16.5,99,2.04,2023-07-20 20:25:21.000,4,4,0.67,8963.96,2240.99,1493.99,9 days 23:37:45.75,3.0,1.5,0.75,1.67,2.0,0.0,0.0,0.25,1.0,0.75,2845.0,582,36,False,True,True,True,High Value
89209,5,0.4,12.0,60,1.49,2023-07-08 18:55:29.000,2,2,0.4,16993.51,8496.76,3398.7,4 days 28:47:43.5,5.0,3.0,1.0,2.5,4.0,0.0,0.0,0.5,0.5,1.0,2782.0,578,31,False,False,True,True,High Value
90625,5,1.0,26.0,130,3.19,2023-07-17 10:24:38.000,5,5,1.0,14080.57,2816.11,2816.11,7 days 09:48:00.6,7.8,1.33,0.67,1.4,7.0,0.0,0.0,0.4,0.6,1.0,3297.0,576,47,True,True,True,True,High Value
90957,6,0.33,18.5,111,2.3,2023-07-07 18:55:13.000,2,2,0.33,11975.06,5987.53,1995.84,169 days 16:05:29,7.5,2.0,1.0,1.0,7.0,0.0,0.0,0.0,0.5,1.0,11955.0,575,47,True,False,True,True,High Value
92177,5,0.8,33.0,165,4.1,2023-07-08 08:06:42.000,4,4,0.8,9334.48,2333.62,1866.9,4 days 22:07:19,6.75,1.33,0.33,1.25,5.75,0.0,0.0,0.25,0.75,1.0,2216.0,573,35,False,False,True,True,High Value
92312,5,0.2,16.8,84,2.07,2023-06-18 22:17:53.000,1,1,0.2,11500.0,11500.0,2300.0,16 days 13:11:20,23.0,,,2.0,23.0,0.0,0.0,0.0,0.0,1.0,,573,65,True,True,True,True,High Value
94716,5,0.6,14.0,70,1.7,2023-07-14 18:22:10.000,3,3,0.6,14897.84,4965.95,2979.57,127 days 13:18:09.666667,8.0,1.33,1.33,1.0,6.33,0.0,0.0,0.0,1.0,1.0,6227.0,569,43,False,True,True,True,High Value
95346,5,0.8,25.6,128,3.13,2023-04-11 15:34:27.000,4,4,0.8,13836.43,3459.11,2767.29,76 days 18:20:01,7.75,1.25,0.75,1.25,6.25,0.0,0.25,0.0,1.0,1.0,4361.0,568,42,True,False,True,True,High Value
95942,5,0.8,20.8,104,2.59,2023-06-13 21:30:44.000,4,4,0.8,9115.02,2278.76,1823.0,5 days 13:06:33,5.75,1.33,0.67,1.25,4.5,0.0,0.0,0.0,0.75,1.0,3231.0,567,52,False,True,True,True,High Value
96626,5,0.4,12.4,62,1.55,2023-06-29 17:52:32.000,2,2,0.4,11850.26,5925.13,2370.05,129 days 15:27:36,8.5,1.5,0.5,1.0,7.5,0.0,0.0,0.0,1.0,1.0,8460.0,566,71,False,True,True,True,High Value
98049,5,0.4,18.6,93,2.3,2023-04-27 05:19:13.000,2,2,0.4,33463.44,16731.72,6692.69,101 days 13:57:41,6.0,3.0,2.0,1.0,4.0,0.0,0.0,0.5,1.0,0.5,4497.0,564,37,True,True,True,True,High Value
99267,5,0.6,13.8,69,1.7,2023-06-26 17:15:15.000,3,3,0.6,11876.44,3958.81,2375.29,5 days 22:11:48.333333,2.67,2.0,1.0,2.0,2.0,0.0,0.0,0.0,1.0,0.67,2949.0,562,53,True,False,True,True,High Value
102114,5,0.2,10.2,51,1.27,2023-04-24 19:20:34.000,1,1,0.2,26349.08,26349.08,5269.82,252 days 15:39:26,16.0,5.0,4.0,,,0.0,0.0,1.0,1.0,0.0,6934.0,558,24,True,True,True,True,High Value
103179,6,0.5,25.17,151,3.13,2023-07-09 18:14:48.000,3,3,0.5,11439.22,3813.07,1906.54,6 days 12:44:24.333333,6.33,2.0,0.5,2.0,7.0,0.0,0.0,0.33,0.67,0.67,2287.0,557,40,False,False,True,True,High Value
103628,5,0.4,21.4,107,2.62,2023-07-17 04:00:20.000,2,2,0.4,9305.63,4652.82,1861.13,130 days 10:33:58,5.5,1.5,1.0,1.0,1.0,0.0,0.0,0.5,1.0,0.5,6714.0,556,48,False,True,True,True,High Value
104938,5,0.2,8.4,42,1.04,2023-04-02 15:34:22.000,1,1,0.2,84327.9,84327.9,16865.58,225 days 01:25:38,16.0,6.0,5.0,,,0.0,0.0,1.0,1.0,0.0,12976.0,554,35,True,True,True,True,High Value
106662,5,1.0,22.0,110,2.72,2023-05-10 15:39:09.000,5,5,1.0,11419.39,2283.88,2283.88,6 days 33:23:16.8,5.4,1.4,0.4,1.5,4.5,0.0,0.0,0.0,1.0,0.8,1841.0,552,38,False,False,True,True,High Value
106724,6,0.33,53.33,320,22.49,2023-07-07 14:05:55.000,3,2,0.5,15954.84,5318.28,2659.14,12 days 26:03:48.5,12.0,2.0,0.0,1.33,9.0,0.33,0.33,1.0,0.33,1.0,4152.0,552,17,True,False,True,True,High Value
108245,5,0.4,15.8,79,1.94,2023-06-07 03:23:22.000,2,2,0.4,47213.88,23606.94,9442.78,114 days 25:36:09.5,15.0,4.0,3.0,1.5,14.0,0.0,0.0,0.5,0.5,1.0,15513.0,550,23,True,True,True,True,High Value
109399,6,0.5,19.67,118,2.41,2023-06-01 06:44:21.000,3,3,0.5,12245.23,4081.74,2040.87,8 days 17:13:47.333333,4.67,1.67,0.33,1.67,3.67,0.0,0.0,0.0,1.0,1.0,2636.0,549,47,False,False,True,True,High Value
110981,5,0.4,10.0,50,1.26,2023-04-18 16:06:30.000,2,2,0.4,11539.13,5769.57,2307.83,144 days 15:11:18.5,4.5,2.5,2.0,1.0,3.0,0.0,0.0,0.0,1.0,0.5,3510.0,547,40,True,True,True,True,High Value
111599,5,0.6,16.2,81,2.02,2023-04-22 21:10:23.000,3,3,0.6,9165.18,3055.06,1833.04,6 days 28:28:20.666667,3.67,2.33,1.0,2.33,2.33,0.0,0.0,0.33,1.0,1.0,1577.0,546,43,False,False,True,True,High Value
112015,5,0.4,21.4,107,2.63,2023-06-22 20:34:23.000,2,2,0.4,29271.05,14635.53,5854.21,5 days 17:27:13,16.0,1.0,1.0,1.5,15.5,0.0,0.0,0.0,0.5,1.0,2321.0,545,35,True,False,True,True,High Value
114146,5,0.4,14.2,71,1.78,2023-06-16 12:40:00.000,2,2,0.4,11383.12,5691.56,2276.62,115 days 19:21:11,10.0,1.5,1.0,1.0,8.5,0.0,0.0,0.0,1.0,1.0,7198.0,543,55,False,True,True,True,High Value
114891,5,0.4,11.2,56,1.4,2023-05-02 17:31:10.000,2,2,0.4,10537.65,5268.83,2107.53,4 days 26:51:21,11.5,1.0,1.0,1.5,11.0,0.0,0.0,0.0,0.5,1.0,1656.0,542,45,False,False,True,True,High Value
116629,6,0.17,14.0,84,1.75,2023-06-08 18:33:32.000,1,1,0.17,23520.0,23520.0,3920.0,3 days 13:04:50,16.0,,,2.0,16.0,0.0,0.0,0.0,0.0,1.0,,540,42,True,True,True,True,High Value
117619,5,0.2,15.0,75,1.88,2023-04-09 15:05:01.000,1,1,0.2,48911.17,48911.17,9782.23,113 days 05:54:59,9.0,7.0,6.0,,,0.0,0.0,0.0,1.0,0.0,5420.0,539,32,True,True,True,True,High Value
118043,8,0.63,20.5,164,2.55,2023-07-15 02:07:00.000,5,5,0.63,10743.01,2148.6,1342.88,8 days 12:27:34.4,5.4,2.0,1.0,1.25,5.5,0.0,0.0,0.6,0.6,0.8,2455.0,538,51,True,False,True,True,High Value
120282,6,0.33,15.0,90,1.86,2023-07-16 18:49:26.000,2,2,0.33,10168.06,5084.03,1694.68,8 days 26:17:33.5,7.5,1.5,0.0,1.5,6.0,0.0,0.0,0.0,1.0,1.0,5542.0,535,48,True,True,True,True,High Value
120382,5,0.8,16.4,82,2.05,2023-06-21 17:16:00.000,4,4,0.8,10129.23,2532.31,2025.85,7 days 13:05:20.75,5.75,1.67,0.33,1.67,4.67,0.0,0.0,0.0,0.75,0.75,2204.0,535,43,False,True,True,True,High Value
121382,6,0.67,21.67,130,2.7,2023-07-01 17:51:58.000,4,4,0.67,12137.1,3034.28,2022.85,73 days 13:17:47,7.75,1.67,0.67,1.67,3.0,0.0,0.0,0.0,0.75,0.75,5570.0,534,36,False,True,True,True,High Value
122274,5,0.8,28.8,144,3.53,2023-06-21 10:59:19.000,4,4,0.8,14130.46,3532.62,2826.09,32 days 14:27:02.25,4.75,1.33,0.67,1.33,2.33,0.0,0.0,0.5,0.75,0.75,6079.0,533,33,False,False,True,True,High Value
123678,5,0.6,19.4,97,2.37,2023-05-04 10:51:30.000,3,3,0.6,9712.86,3237.62,1942.57,8 days 17:31:16.333333,3.67,1.67,1.0,1.67,2.0,0.0,0.0,0.33,1.0,1.0,2572.0,531,54,False,True,True,True,High Value
125469,6,0.5,16.5,99,2.06,2023-03-26 20:47:09.000,3,3,0.5,8812.92,2937.64,1468.82,5 days 15:53:10,5.0,1.67,0.33,1.67,4.0,0.0,0.0,0.33,1.0,1.0,2869.0,529,29,True,False,True,True,High Value
126124,7,0.57,18.43,129,2.3,2023-06-07 15:51:49.000,4,4,0.57,9939.81,2484.95,1419.97,6 days 11:49:53.5,7.75,1.5,0.75,1.5,6.25,0.0,0.0,0.0,1.0,1.0,1574.0,528,42,True,True,True,True,High Value
126395,5,1.0,22.2,111,2.76,2023-07-19 19:08:17.000,5,5,1.0,15069.37,3013.87,3013.87,5 days 18:49:26.6,5.0,1.4,0.6,1.4,3.8,0.0,0.0,0.4,1.0,1.0,1963.0,528,44,True,True,True,True,High Value
127122,6,0.5,20.5,123,2.54,2023-07-09 19:40:36.000,3,3,0.5,11326.03,3775.34,1887.67,97 days 06:51:07.333333,8.0,1.67,0.33,1.5,3.0,0.0,0.0,0.0,1.0,0.67,5182.0,527,53,False,True,True,True,High Value
128639,5,0.8,31.2,156,3.89,2023-05-28 06:30:55.000,4,4,0.8,15744.77,3936.19,3148.95,7 days 16:57:13.75,5.75,2.0,0.67,1.75,4.75,0.0,0.0,0.25,0.75,1.0,2386.0,525,30,False,False,True,True,High Value
131944,7,0.14,11.14,78,1.41,2023-06-16 11:33:00.000,1,1,0.14,9842.12,9842.12,1406.02,252 days 08:27:00,18.0,2.0,1.0,,,0.0,0.0,0.0,1.0,0.0,12719.0,522,32,False,True,True,True,High Value
132727,5,1.0,32.6,163,4.0,2023-05-21 19:23:50.000,5,5,1.0,17028.05,3405.61,3405.61,45 days 13:22:12.2,4.8,1.4,0.6,1.2,3.8,0.0,0.0,0.0,1.0,1.0,5100.0,521,48,False,False,True,True,High Value
132871,5,1.0,19.6,98,2.44,2023-06-15 21:35:31.000,5,5,1.0,9292.66,1858.53,1858.53,8 days 28:43:21.8,10.2,1.0,0.75,1.0,9.2,0.0,0.0,0.2,0.8,1.0,1333.0,521,45,False,True,True,True,High Value
133094,5,1.0,25.8,129,3.19,2023-07-10 20:37:56.000,5,5,1.0,11719.38,2343.88,2343.88,5 days 33:35:24.8,6.0,1.0,0.8,1.0,5.25,0.0,0.0,0.2,1.0,0.8,1607.0,521,46,True,False,True,True,High Value
135666,5,0.8,21.2,106,2.62,2023-04-25 11:02:12.000,4,4,0.8,10450.26,2612.57,2090.05,6 days 34:21:18.25,2.75,1.5,0.5,1.67,2.33,0.0,0.25,0.25,1.0,0.75,2521.0,518,43,False,True,True,True,High Value
136909,5,0.2,14.2,71,1.77,2023-06-01 21:09:29.000,1,1,0.2,8884.9,8884.9,1776.98,280 days 09:50:31,14.0,2.0,1.0,,,0.0,0.0,0.0,1.0,0.0,12449.0,516,24,False,True,True,True,High Value
136924,5,0.6,26.0,130,3.21,2023-06-07 20:21:09.000,3,3,0.6,13384.21,4461.4,2676.84,116 days 35:26:45.333333,9.0,1.33,0.67,1.0,10.0,0.0,0.33,0.0,1.0,0.33,7331.0,516,27,False,False,True,True,High Value
137221,5,0.6,15.8,79,1.95,2023-03-14 17:04:56.000,3,3,0.6,11514.34,3838.11,2302.87,80 days 16:18:10.666667,5.67,1.33,1.0,1.0,1.5,0.0,0.0,0.0,1.0,0.67,6345.0,516,44,False,True,True,True,High Value
138249,5,0.6,15.8,79,1.97,2023-03-28 15:24:44.000,3,3,0.6,10100.69,3366.9,2020.14,5 days 21:44:33.333333,7.0,1.33,0.33,1.33,6.33,0.0,0.33,0.33,1.0,1.0,1748.0,515,54,True,True,True,True,High Value
138465,5,0.4,23.2,116,2.87,2023-05-19 16:32:50.000,2,2,0.4,12117.17,6058.59,2423.43,148 days 08:33:53.5,9.0,2.0,1.0,1.0,8.0,0.0,0.0,0.5,0.5,1.0,10702.0,515,17,False,False,True,True,High Value
139066,6,0.67,34.17,205,4.22,2023-07-20 12:33:33.000,4,4,0.67,8977.63,2244.41,1496.27,10 days 14:34:12.5,6.5,1.5,0.5,1.5,5.0,0.0,0.0,0.0,1.0,1.0,831.0,514,63,False,True,True,True,High Value
140616,5,0.6,13.4,67,1.65,2023-06-20 11:49:35.000,3,3,0.6,13868.61,4622.87,2773.72,87 days 23:33:40.333333,8.33,1.33,0.67,1.0,7.5,0.0,0.0,0.33,1.0,0.67,6292.0,512,26,False,False,True,True,High Value
140935,5,0.4,11.6,58,1.43,2023-07-02 20:03:17.000,2,2,0.4,11596.94,5798.47,2319.39,100 days 18:51:03.5,6.0,1.5,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.5,8235.0,512,65,False,True,True,True,High Value
141284,5,0.4,24.8,124,3.07,2023-03-23 17:04:23.000,2,2,0.4,26182.18,13091.09,5236.44,117 days 13:18:13,5.5,2.5,1.5,1.0,1.0,0.0,0.0,0.0,1.0,0.5,5290.0,512,43,True,True,True,True,High Value
143632,6,0.67,21.67,130,2.7,2023-07-04 21:22:30.000,4,4,0.67,9027.6,2256.9,1504.6,7 days 24:17:32.75,3.25,1.25,0.5,1.25,2.75,0.0,0.0,0.0,1.0,1.0,1840.0,509,54,False,True,True,True,High Value
144905,5,0.8,18.8,94,2.35,2023-07-15 20:58:07.000,4,4,0.8,8963.1,2240.78,1792.62,6 days 19:18:05.5,5.75,1.0,1.0,1.0,4.0,0.0,0.0,0.25,1.0,0.75,1608.0,508,37,True,False,True,True,High Value
145499,5,0.6,17.2,86,2.15,2023-03-09 15:42:37.000,3,3,0.6,15863.7,5287.9,3172.74,59 days 30:49:06.666667,7.67,1.67,1.0,1.33,6.67,0.0,0.0,0.0,1.0,1.0,5983.0,507,31,False,False,True,True,High Value
145813,6,0.5,22.33,134,2.81,2023-07-11 09:57:24.000,3,3,0.5,11254.61,3751.54,1875.77,10 days 17:02:22,3.0,2.5,0.0,2.0,2.33,0.0,0.0,0.33,0.67,1.0,3259.0,507,37,False,False,True,True,High Value
146506,5,0.2,11.4,57,1.4,2023-07-09 22:41:15.000,1,1,0.2,11190.36,11190.36,2238.07,5 days 02:49:50,9.0,3.0,0.0,3.0,8.0,0.0,0.0,0.0,1.0,1.0,3211.0,506,35,True,True,True,True,High Value
147728,5,0.6,13.2,66,1.65,2023-07-15 15:29:15.000,3,3,0.6,9467.9,3155.97,1893.58,7 days 34:51:29.333333,5.0,1.0,1.0,1.33,4.33,0.0,0.0,0.33,0.67,1.0,2572.0,505,41,False,False,True,True,High Value
148064,6,0.67,20.67,124,2.54,2023-06-10 21:05:07.000,4,4,0.67,19941.18,4985.3,3323.53,6 days 19:48:56.25,12.75,1.67,0.0,1.5,12.0,0.0,0.0,0.5,0.75,1.0,2720.0,504,44,False,True,True,True,High Value
150620,5,0.6,13.8,69,1.71,2023-05-24 17:07:32.000,3,3,0.6,12372.52,4124.17,2474.5,10 days 34:39:54,9.33,2.5,1.0,2.33,8.0,0.0,0.0,0.33,0.67,1.0,719.0,502,49,True,True,True,True,High Value
150943,5,0.6,21.8,109,2.71,2023-04-05 18:45:18.000,3,3,0.6,13252.34,4417.45,2650.47,9 days 14:45:31.666667,4.0,2.67,0.33,2.67,2.67,0.0,0.0,0.0,1.0,1.0,2580.0,501,55,False,False,True,True,High Value
151201,6,0.33,18.0,108,2.21,2023-07-09 04:24:16.000,2,2,0.33,10832.22,5416.11,1805.37,128 days 11:05:36,12.5,2.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.5,4001.0,501,24,False,False,True,True,High Value
151895,5,0.6,16.6,83,2.03,2023-07-11 21:07:25.000,3,3,0.6,9325.87,3108.62,1865.17,7 days 24:30:50.333333,2.67,2.0,1.33,2.0,1.33,0.0,0.0,0.33,1.0,1.0,2156.0,500,52,False,False,True,True,High Value
152349,5,0.6,25.0,125,3.13,2023-06-15 15:26:12.000,3,3,0.6,9810.79,3270.26,1962.16,5 days 33:23:41.666667,3.67,2.5,0.0,2.0,4.5,0.0,0.0,0.33,0.67,0.67,3874.0,500,50,False,False,True,True,High Value
152779,5,0.6,11.6,58,1.45,2023-06-10 14:57:51.000,3,3,0.6,9504.17,3168.06,1900.83,8 days 16:30:02.666667,8.33,1.0,0.0,1.67,8.0,0.0,0.0,0.0,0.33,1.0,613.0,500,50,True,True,True,True,High Value
153076,5,0.2,10.8,54,1.34,2023-05-12 17:57:26.000,1,1,0.2,14133.96,14133.96,2826.79,224 days 20:02:34,20.0,2.0,1.0,1.0,18.0,0.0,0.0,0.0,1.0,1.0,14409.0,499,76,False,True,True,True,High Value
154086,5,0.4,8.6,43,1.08,2023-03-28 21:02:15.000,2,2,0.4,28817.04,14408.52,5763.41,89 days 21:20:42.5,7.5,3.0,2.5,,,0.0,0.0,0.0,1.0,0.0,5052.0,498,45,True,True,True,True,High Value
154934,5,0.2,9.4,47,1.17,2023-07-11 14:48:23.000,1,1,0.2,9122.67,9122.67,1824.53,308 days 22:11:37,15.0,2.0,1.0,1.0,12.0,0.0,0.0,1.0,1.0,1.0,2351.0,497,69,False,True,True,True,High Value
155223,5,0.6,18.0,90,2.24,2023-07-01 15:09:56.000,3,3,0.6,16704.28,5568.09,3340.86,7 days 24:31:05.666667,4.67,2.33,0.0,2.33,3.67,0.0,0.0,0.0,1.0,1.0,2974.0,497,49,True,False,True,True,High Value
156882,5,0.8,19.0,95,2.34,2023-07-20 10:05:40.000,4,4,0.8,9364.07,2341.02,1872.81,6 days 14:49:55.25,5.25,1.5,0.5,1.5,4.0,0.0,0.0,0.5,1.0,1.0,2445.0,495,43,True,False,True,True,High Value
157278,6,0.33,8.33,50,1.04,2023-05-06 13:02:22.000,2,2,0.33,16906.5,8453.25,2817.75,10 days 32:46:59.5,16.5,,,2.0,16.5,0.0,0.0,0.5,0.0,1.0,,495,21,False,False,True,True,High Value
157802,5,0.8,15.6,78,1.95,2023-07-05 14:56:24.000,4,4,0.8,22686.37,5671.59,4537.27,7 days 21:32:32,11.25,1.0,0.5,1.5,10.0,0.0,0.0,0.25,0.5,1.0,1754.0,494,36,False,False,True,True,High Value
159227,5,0.6,51.6,258,25.46,2023-05-27 19:04:02.000,4,3,0.8,13044.74,3261.19,2608.95,6 days 14:51:35,10.67,1.0,0.0,2.0,14.5,0.25,0.0,0.75,0.5,0.5,2625.0,493,31,True,False,True,True,High Value
160196,5,0.6,13.2,66,1.68,2023-07-05 06:20:41.000,3,3,0.6,9139.77,3046.59,1827.95,10 days 20:56:25,2.33,1.67,0.67,2.0,1.5,0.0,0.0,0.33,1.0,0.67,3038.0,492,55,False,False,True,True,High Value
160806,7,0.14,10.57,74,1.33,2023-06-19 21:57:13.000,1,1,0.14,13957.0,13957.0,1993.86,7 days 18:54:50,20.0,,,1.0,20.0,0.0,0.0,1.0,0.0,1.0,,491,25,False,False,True,True,High Value
161368,5,0.2,13.4,67,1.63,2023-03-25 02:59:10.000,1,1,0.2,11725.0,11725.0,2345.0,7 days 08:00:50,25.0,,,1.0,25.0,0.0,0.0,1.0,0.0,1.0,,491,35,False,False,True,True,High Value
161862,5,0.4,7.0,35,0.88,2023-05-28 18:32:24.000,2,2,0.4,11916.42,5958.21,2383.28,115 days 27:20:55,8.0,2.0,2.0,1.0,8.0,0.0,0.0,0.5,0.5,0.5,11583.0,490,67,False,True,True,True,High Value
163105,7,0.71,17.71,124,2.2,2023-06-02 21:44:06.000,5,5,0.71,9149.32,1829.86,1307.05,7 days 28:51:41.2,5.2,1.2,0.2,1.2,3.6,0.0,0.0,0.4,1.0,1.0,2688.0,489,36,False,False,True,True,High Value
165131,6,0.5,16.67,100,2.07,2023-06-26 13:21:45.000,3,3,0.5,10988.88,3662.96,1831.48,5 days 17:29:39.666667,4.0,1.67,1.0,1.67,3.0,0.0,0.33,0.67,1.0,1.0,2346.0,487,46,False,True,True,True,High Value
