user_id,total_sessions,conversion_rate,avg_page_clicks,total_page_clicks,avg_session_duration_minutes,last_session,total_trips,completed_trips,trips_per_session,total_revenue,avg_revenue_per_trip,revenue_per_session,avg_lead_time,avg_trip_duration,seats,checked_bags,rooms,nights,cancel_rate,one_way_ratio,discount_ratio,flight_ratio,hotel_ratio,avg_distance_km,account_age_days,age,has_children,married,has_trips,has_revenue,segment_label
43851,5,0.2,13.6,68,1.7,2023-05-17 20:09:00.000,1,1,0.2,1620.0,1620.0,324.0,7 days 12:41:40,10.0,,,1.0,10.0,0.0,0.0,0.0,0.0,1.0,,715,72,False,True,True,True,Low Activity Leisure
44214,5,0.2,21.8,109,2.7,2023-07-11 15:37:57.000,1,1,0.2,6027.32,6027.32,1205.46,6 days 16:33:36,8.0,2.0,0.0,2.0,7.0,0.0,0.0,0.0,1.0,1.0,3924.0,714,44,False,True,True,True,Low Activity Leisure
47552,5,0.2,12.2,61,1.53,2023-07-16 18:01:59.000,1,1,0.2,878.75,878.75,175.75,2 days 13:00:58,5.0,,,1.0,5.0,0.0,0.0,1.0,0.0,1.0,,701,24,False,False,True,True,Low Activity Leisure
49367,5,0.2,10.8,54,1.34,2023-07-13 17:41:12.000,1,1,0.2,396.0,396.0,79.2,9 days 12:58:29,6.0,,,1.0,6.0,0.0,0.0,0.0,0.0,1.0,,693,66,False,True,True,True,Low Activity Leisure
50128,5,0.2,14.4,72,1.83,2023-04-08 21:44:46.000,1,1,0.2,1936.0,1936.0,387.2,8 days 13:15:14,11.0,,,1.0,11.0,0.0,0.0,0.0,0.0,1.0,,690,43,False,True,True,True,Low Activity Leisure
54251,5,0.2,19.2,96,2.4,2023-07-03 18:11:45.000,1,1,0.2,582.0,582.0,116.4,13 days 13:48:44,1.0,,,1.0,1.0,0.0,0.0,0.0,0.0,1.0,,672,38,False,False,True,True,Low Activity Leisure
54527,5,0.2,49.0,245,25.12,2023-07-06 22:50:08.000,2,1,0.4,1572.0,786.0,314.4,4 days 16:53:08,12.0,1.0,1.0,1.0,12.0,0.5,0.0,0.0,0.5,0.5,,671,23,False,False,True,True,Low Activity Leisure
55586,5,0.4,8.2,41,1.05,2023-05-26 16:52:18.000,2,2,0.4,3178.0,1589.0,635.6,8 days 30:16:04.5,6.0,,,1.5,6.0,0.0,0.0,0.0,0.0,1.0,,667,28,False,False,True,True,Low Activity Leisure
56549,5,0.2,11.4,57,1.38,2023-03-21 04:22:09.000,1,1,0.2,4740.0,4740.0,948.0,5 days 01:43:04,15.0,,,2.0,15.0,0.0,0.0,1.0,0.0,1.0,,664,46,True,True,True,True,Low Activity Leisure
56830,5,0.2,13.8,69,1.74,2023-06-06 03:44:20.000,1,1,0.2,1408.0,1408.0,281.6,11 days 15:07:26,11.0,,,1.0,11.0,0.0,0.0,0.0,0.0,1.0,,663,33,False,False,True,True,Low Activity Leisure
59868,5,0.2,8.2,41,1.03,2023-05-13 09:05:31.000,1,1,0.2,1204.0,1204.0,240.8,9 days 01:54:29,7.0,,,1.0,7.0,0.0,0.0,0.0,0.0,1.0,,653,57,True,True,True,True,Low Activity Leisure
60803,5,0.2,17.0,85,2.09,2023-03-28 21:24:14.000,1,1,0.2,286.2,286.2,57.24,11 days 23:38:49,6.0,,,1.0,6.0,0.0,0.0,1.0,0.0,1.0,,650,39,False,False,True,True,Low Activity Leisure
62624,6,0.33,12.33,74,1.56,2023-07-01 13:09:07.000,2,2,0.33,7025.64,3512.82,1170.94,8 days 16:27:36,14.5,1.0,0.0,1.0,13.5,0.0,0.0,0.5,1.0,1.0,1998.0,643,49,False,False,True,True,Low Activity Leisure
64053,5,0.2,16.2,81,2.0,2023-06-26 10:25:20.000,1,1,0.2,134.0,134.0,26.8,11 days 23:44:39,2.0,,,1.0,2.0,0.0,0.0,0.0,0.0,1.0,,638,42,False,False,True,True,Low Activity Leisure
65705,5,0.2,25.6,128,3.18,2023-07-05 16:55:14.000,1,1,0.2,4194.0,4194.0,838.8,3 days 15:49:00,9.0,,,2.0,9.0,0.0,0.0,0.0,0.0,1.0,,634,23,True,True,True,True,Low Activity Leisure
66119,6,0.33,11.83,71,1.46,2023-05-24 19:57:50.000,2,2,0.33,3286.4,1643.2,547.73,8 days 19:31:36,15.5,,,1.0,15.5,0.0,0.0,0.5,0.0,1.0,,632,74,False,True,True,True,Low Activity Leisure
66826,5,0.2,10.6,53,1.3,2023-06-15 17:22:44.000,1,1,0.2,5985.0,5985.0,1197.0,5 days 23:12:10,21.0,,,1.0,21.0,0.0,0.0,0.0,0.0,1.0,,630,16,False,False,True,True,Low Activity Leisure
67636,5,0.4,10.6,53,1.32,2023-03-22 01:19:44.000,2,2,0.4,2273.5,1136.75,454.7,12 days 14:15:53,10.5,1.0,0.0,1.0,10.5,0.0,0.0,1.0,0.5,1.0,2609.0,628,18,False,False,True,True,Low Activity Leisure
69020,5,0.2,16.0,80,2.0,2023-03-27 20:58:01.000,1,1,0.2,60.0,60.0,12.0,2 days 03:47:21,3.0,,,1.0,3.0,0.0,0.0,0.0,0.0,1.0,,624,56,False,True,True,True,Low Activity Leisure
69368,5,0.2,11.0,55,1.39,2023-06-01 04:36:45.000,1,1,0.2,1065.6,1065.6,213.12,12 days 14:52:11,8.0,,,1.0,8.0,0.0,0.0,1.0,0.0,1.0,,623,18,False,False,True,True,Low Activity Leisure
69994,5,0.2,13.8,69,1.71,2023-05-28 16:45:33.000,1,1,0.2,735.0,735.0,147.0,13 days 18:14:27,3.0,,,1.0,3.0,0.0,0.0,0.0,0.0,1.0,,621,22,True,False,True,True,Low Activity Leisure
70441,5,0.2,16.4,82,2.02,2023-05-30 07:42:16.000,1,1,0.2,728.0,728.0,145.6,9 days 03:17:44,13.0,,,1.0,13.0,0.0,0.0,0.0,0.0,1.0,,620,27,True,True,True,True,Low Activity Leisure
71655,5,0.2,8.6,43,1.1,2023-05-09 19:45:24.000,1,1,0.2,960.0,960.0,192.0,7 days 17:45:09,6.0,,,1.0,6.0,0.0,0.0,0.0,0.0,1.0,,617,47,True,True,True,True,Low Activity Leisure
71673,5,0.2,15.2,76,1.85,2023-05-22 20:37:17.000,1,1,0.2,1050.0,1050.0,210.0,14 days 14:22:43,6.0,,,1.0,6.0,0.0,0.0,0.0,0.0,1.0,,617,40,False,False,True,True,Low Activity Leisure
73839,5,0.4,19.2,96,2.39,2023-06-02 17:16:01.000,2,2,0.4,2593.0,1296.5,518.6,9 days 18:19:46.5,8.0,,,1.0,8.0,0.0,0.0,0.5,0.0,1.0,,611,35,False,True,True,True,Low Activity Leisure
74903,5,0.2,14.8,74,1.84,2023-04-21 16:39:56.000,1,1,0.2,94.0,94.0,18.8,3 days 03:51:34,1.0,,,1.0,1.0,0.0,0.0,1.0,0.0,1.0,,608,17,False,False,True,True,Low Activity Leisure
75238,7,0.14,14.57,102,6.89,2023-05-19 10:07:52.000,2,1,0.29,4780.93,2390.47,682.99,6 days 15:58:11,21.0,2.5,1.5,1.0,20.0,0.5,0.0,0.0,1.0,0.5,4583.0,607,33,True,True,True,True,Low Activity Leisure
75347,5,0.2,11.8,59,1.49,2023-04-30 14:45:19.000,1,1,0.2,6336.0,6336.0,1267.2,6 days 14:57:48,8.0,,,2.0,8.0,0.0,0.0,1.0,0.0,1.0,,607,66,False,True,True,True,Low Activity Leisure
77179,5,0.4,11.2,56,1.39,2023-04-17 09:36:41.000,2,2,0.4,3737.0,1868.5,747.4,3 days 30:00:47,4.0,,,1.5,4.0,0.0,0.0,0.0,0.0,1.0,,602,39,False,False,True,True,Low Activity Leisure
78079,5,0.2,10.0,50,1.23,2023-07-05 09:39:37.000,1,1,0.2,1747.2,1747.2,349.44,7 days 19:09:43,7.0,,,1.0,7.0,0.0,0.0,1.0,0.0,1.0,,601,83,False,True,True,True,Low Activity Leisure
78804,5,0.2,19.6,98,2.47,2023-06-18 17:10:12.000,1,1,0.2,3072.0,3072.0,614.4,3 days 17:49:48,24.0,,,1.0,24.0,0.0,0.0,0.0,0.0,1.0,,599,34,True,False,True,True,Low Activity Leisure
80106,6,0.17,11.5,69,1.43,2023-06-16 17:41:22.000,1,1,0.17,276.0,276.0,46.0,11 days 20:30:32,4.0,,,1.0,4.0,0.0,0.0,0.0,0.0,1.0,,596,16,False,False,True,True,Low Activity Leisure
81894,5,0.4,18.8,94,2.35,2023-05-16 16:02:17.000,2,2,0.4,3090.0,1545.0,618.0,8 days 22:42:20,7.0,,,1.0,7.0,0.0,0.0,0.0,0.0,1.0,,592,70,False,True,True,True,Low Activity Leisure
83111,5,0.2,26.4,132,3.3,2023-07-08 22:09:47.000,1,1,0.2,2728.0,2728.0,545.6,23 days 12:50:13,31.0,,,1.0,31.0,0.0,0.0,0.0,0.0,1.0,,590,40,False,True,True,True,Low Activity Leisure
84113,5,0.2,38.6,193,24.63,2023-07-03 10:05:09.489,2,1,0.4,750.0,375.0,150.0,5 days 21:53:11,10.0,1.0,0.0,1.0,9.5,0.5,0.0,0.0,0.5,1.0,,588,25,False,False,True,True,Low Activity Leisure
85293,5,0.2,14.2,71,1.77,2023-06-16 15:33:10.000,1,1,0.2,971.98,971.98,194.4,6 days 19:37:50,12.0,1.0,1.0,1.0,11.0,0.0,0.0,0.0,1.0,1.0,2539.0,585,32,False,False,True,True,Low Activity Leisure
85490,5,0.4,11.2,56,1.41,2023-07-13 19:12:16.000,2,2,0.4,3371.0,1685.5,674.2,8 days 07:30:06,14.5,,,1.0,14.5,0.0,0.0,0.5,0.0,1.0,,585,23,False,False,True,True,Low Activity Leisure
85642,5,0.2,17.4,87,2.15,2023-06-24 20:45:06.000,1,1,0.2,1944.0,1944.0,388.8,3 days 21:29:24,3.0,,,2.0,3.0,0.0,0.0,0.0,0.0,1.0,,585,47,False,True,True,True,Low Activity Leisure
86807,6,0.17,12.67,76,1.58,2023-07-01 20:04:21.000,1,1,0.17,3257.65,3257.65,542.94,6 days 19:25:40,11.0,1.0,1.0,1.0,9.0,0.0,0.0,1.0,1.0,1.0,353.0,582,42,False,True,True,True,Low Activity Leisure
88925,5,0.2,10.6,53,1.33,2023-03-28 20:54:24.000,1,1,0.2,965.0,965.0,193.0,2 days 02:36:21,5.0,,,1.0,5.0,0.0,0.0,0.0,0.0,1.0,,579,22,True,False,True,True,Low Activity Leisure
88983,5,0.2,9.6,48,1.19,2023-05-15 09:07:30.000,1,1,0.2,1890.0,1890.0,378.0,9 days 15:51:22,6.0,,,1.0,6.0,0.0,0.0,0.0,0.0,1.0,,579,64,False,True,True,True,Low Activity Leisure
89494,5,0.2,7.4,37,0.9,2023-04-30 18:15:30.000,1,1,0.2,2328.0,2328.0,465.6,4 days 15:20:01,4.0,,,2.0,4.0,0.0,0.0,0.0,0.0,1.0,,578,33,True,False,True,True,Low Activity Leisure
90657,5,0.2,10.4,52,1.31,2023-03-16 05:35:45.000,1,1,0.2,3520.0,3520.0,704.0,6 days 12:51:44,16.0,,,2.0,16.0,0.0,0.0,0.0,0.0,1.0,,576,47,True,True,True,True,Low Activity Leisure
90903,5,0.2,19.0,95,2.35,2023-06-11 12:47:02.000,1,1,0.2,434.0,434.0,86.8,39 days 12:28:47,7.0,,,1.0,7.0,0.0,0.0,0.0,0.0,1.0,,575,19,False,False,True,True,Low Activity Leisure
90937,5,0.2,10.4,52,1.29,2023-04-24 19:55:32.000,1,1,0.2,1785.0,1785.0,357.0,9 days 15:04:28,7.0,,,1.0,7.0,0.0,0.0,0.0,0.0,1.0,,575,17,False,False,True,True,Low Activity Leisure
91172,5,0.4,12.2,61,1.54,2023-05-24 06:35:02.000,2,2,0.4,5269.87,2634.94,1053.97,7 days 11:17:49,12.0,1.0,1.0,1.0,11.5,0.0,0.0,0.0,0.5,1.0,1853.0,575,29,False,False,True,True,Low Activity Leisure
92636,5,0.2,13.2,66,1.66,2023-06-03 18:49:23.000,1,1,0.2,1293.6,1293.6,258.72,3 days 14:40:45,7.0,,,1.0,7.0,0.0,0.0,1.0,0.0,1.0,,572,63,False,True,True,True,Low Activity Leisure
92642,5,0.2,10.2,51,1.26,2023-04-30 11:47:27.000,1,1,0.2,529.2,529.2,105.84,6 days 23:12:33,4.0,,,1.0,4.0,0.0,0.0,1.0,0.0,1.0,,572,25,False,False,True,True,Low Activity Leisure
92802,5,0.4,10.4,52,1.27,2023-07-08 22:58:18.000,2,2,0.4,1343.3,671.65,268.66,10 days 04:14:28,7.0,1.0,0.0,1.0,9.0,0.0,0.0,0.0,0.5,0.5,1343.0,572,32,False,False,True,True,Low Activity Leisure
93689,5,0.4,15.2,76,1.91,2023-06-23 21:02:59.000,2,2,0.4,3682.14,1841.07,736.43,9 days 06:03:28,11.0,1.0,1.0,1.0,10.5,0.0,0.0,0.0,0.5,1.0,3823.0,571,17,False,False,True,True,Low Activity Leisure
94655,5,0.2,13.2,66,1.62,2023-07-04 18:33:38.000,1,1,0.2,894.0,894.0,178.8,5 days 03:56:55,3.0,,,1.0,3.0,0.0,0.0,1.0,0.0,1.0,,569,33,False,False,True,True,Low Activity Leisure
95739,5,0.2,12.0,60,1.45,2023-05-10 16:25:26.000,1,1,0.2,138.0,138.0,27.6,4 days 18:34:34,3.0,,,1.0,3.0,0.0,0.0,0.0,0.0,1.0,,568,45,False,False,True,True,Low Activity Leisure
95933,5,0.2,7.4,37,0.92,2023-04-09 17:02:17.000,1,1,0.2,2555.0,2555.0,511.0,15 days 16:51:03,7.0,,,1.0,7.0,0.0,0.0,0.0,0.0,1.0,,567,22,True,False,True,True,Low Activity Leisure
95977,5,0.4,14.4,72,1.77,2023-07-09 08:04:21.000,2,2,0.4,1600.92,800.46,320.18,8 days 18:08:56.5,7.0,1.0,0.0,1.0,6.5,0.0,0.0,0.0,0.5,1.0,1384.0,567,40,False,False,True,True,Low Activity Leisure
96130,5,0.2,10.6,53,1.31,2023-05-15 10:10:06.000,1,1,0.2,7585.0,7585.0,1517.0,7 days 17:35:08,41.0,,,1.0,41.0,0.0,0.0,0.0,0.0,1.0,,567,16,False,False,True,True,Low Activity Leisure
96360,5,0.2,8.2,41,1.02,2023-07-09 16:26:33.000,1,1,0.2,1980.0,1980.0,396.0,15 days 18:34:08,11.0,,,1.0,11.0,0.0,0.0,0.0,0.0,1.0,,567,67,False,True,True,True,Low Activity Leisure
97276,5,0.2,50.0,250,6.2,2023-06-18 21:10:33.000,1,1,0.2,1176.0,1176.0,235.2,5 days 21:59:44,4.0,,,1.0,4.0,0.0,0.0,0.0,0.0,1.0,,565,21,False,False,True,True,Low Activity Leisure
97420,5,0.2,22.8,114,2.86,2023-05-23 20:57:23.000,1,1,0.2,564.0,564.0,112.8,4 days 18:11:15,4.0,,,1.0,4.0,0.0,0.0,0.0,0.0,1.0,,565,31,True,False,True,True,Low Activity Leisure
97721,6,0.33,11.83,71,1.48,2023-05-05 19:45:30.000,2,2,0.33,3300.45,1650.23,550.08,7 days 25:42:14,11.5,1.0,0.0,1.0,10.0,0.0,0.0,0.5,1.0,1.0,813.0,565,41,True,False,True,True,Low Activity Leisure
97911,7,0.14,21.43,150,2.65,2023-06-12 20:46:23.000,1,1,0.14,976.0,976.0,139.43,8 days 19:30:51,4.0,,,2.0,4.0,0.0,0.0,0.0,0.0,1.0,,564,58,True,False,True,True,Low Activity Leisure
99093,5,0.4,7.8,39,0.99,2023-07-15 06:42:19.000,2,2,0.4,2076.0,1038.0,415.2,2 days 22:21:47,7.5,,,1.0,7.5,0.0,0.0,1.0,0.0,1.0,,563,44,False,True,True,True,Low Activity Leisure
101808,5,0.2,16.6,83,2.05,2023-06-26 01:16:30.000,1,1,0.2,7038.0,7038.0,1407.6,7 days 17:28:07,17.0,,,1.0,17.0,0.0,0.0,1.0,0.0,1.0,,559,33,True,True,True,True,Low Activity Leisure
102055,5,0.2,9.6,48,1.2,2023-05-24 20:31:20.000,1,1,0.2,3803.8,3803.8,760.76,13 days 14:28:40,22.0,,,1.0,22.0,0.0,0.0,1.0,0.0,1.0,,559,19,False,False,True,True,Low Activity Leisure
102659,5,0.4,48.8,244,6.01,2023-07-12 13:34:18.000,2,2,0.4,2337.6,1168.8,467.52,3 days 23:14:59.5,9.0,,,1.5,9.0,0.0,0.0,0.5,0.0,1.0,,558,36,False,False,True,True,Low Activity Leisure
104031,5,0.4,14.8,74,1.82,2023-07-10 16:15:12.000,2,2,0.4,3028.36,1514.18,605.67,5 days 23:15:19.5,4.0,1.0,0.0,1.5,3.5,0.0,0.0,0.5,0.5,1.0,567.0,556,33,False,False,True,True,Low Activity Leisure
104666,5,0.2,10.2,51,1.27,2023-07-07 18:04:59.000,1,1,0.2,162.0,162.0,32.4,2 days 05:17:55,2.0,,,1.0,2.0,0.0,0.0,1.0,0.0,1.0,,555,28,True,False,True,True,Low Activity Leisure
104672,5,0.2,24.6,123,3.04,2023-07-02 21:27:15.000,1,1,0.2,5475.0,5475.0,1095.0,7 days 17:18:00,25.0,,,1.0,25.0,0.0,0.0,0.0,0.0,1.0,,555,30,True,False,True,True,Low Activity Leisure
106605,5,0.4,8.6,43,1.07,2023-07-19 08:56:55.000,2,2,0.4,7316.59,3658.3,1463.32,3 days 32:02:57,7.5,1.0,1.0,1.0,14.0,0.0,0.0,0.0,0.5,0.5,121.0,552,36,True,True,True,True,Low Activity Leisure
107220,5,0.2,10.4,52,1.32,2023-07-05 21:05:50.000,1,1,0.2,1210.0,1210.0,242.0,16 days 16:48:16,10.0,,,1.0,10.0,0.0,0.0,0.0,0.0,1.0,,552,48,True,True,True,True,Low Activity Leisure
107647,5,0.2,11.2,56,1.38,2023-07-10 17:47:59.000,1,1,0.2,268.0,268.0,53.6,18 days 16:37:26,1.0,,,2.0,1.0,0.0,0.0,1.0,0.0,1.0,,551,23,True,True,True,True,Low Activity Leisure
108614,5,0.2,20.0,100,2.5,2023-06-27 22:16:37.000,1,1,0.2,1218.0,1218.0,243.6,21 days 12:26:16,7.0,,,1.0,7.0,0.0,0.0,1.0,0.0,1.0,,550,70,False,True,True,True,Low Activity Leisure
108789,5,0.2,10.8,54,1.34,2023-04-14 19:23:44.000,1,1,0.2,874.0,874.0,174.8,23 days 17:19:31,10.0,,,1.0,10.0,0.0,0.0,1.0,0.0,1.0,,550,50,True,True,True,True,Low Activity Leisure
109336,5,0.2,12.0,60,1.48,2023-06-28 18:14:51.000,1,1,0.2,1199.35,1199.35,239.87,6 days 11:45:03,9.0,1.0,0.0,1.0,8.0,0.0,0.0,0.0,1.0,1.0,889.0,549,45,False,True,True,True,Low Activity Leisure
